2019-12-21 00:47:05,218 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classManage/idleRoom]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.ClassManageController.idleRoom(java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classManage/saveRoomPlan]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassManageController.saveRoomPlan(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classManage/copyClassPage],methods=[GET]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.ClassManageController.planItem(java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classManage/saveAdd]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassManageController.saveAdd(java.util.Map)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classManage/classRoomPlan],methods=[GET]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.ClassManageController.classRoomPlan(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classManage/backCoefficient],methods=[POST]}" onto public java.util.Map com.joysupply.controller.ClassManageController.backCoefficient(java.util.Map)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classManage/idleRoomListData]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.ClassManageController.idleRoomListData(com.joysupply.entity.ClassRoom,java.lang.Integer,java.lang.Integer,java.lang.String)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classManage/gradeListPjs],methods=[GET]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.ClassManageController.gradeListPjs(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classManage/selectTeacher],methods=[POST]}" onto public java.util.Map com.joysupply.controller.ClassManageController.selectTeacher(java.util.Map)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classManage/gradeList],methods=[GET]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.ClassManageController.gradeList(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classManage/fenban],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassManageController.fenban(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/updateStatus],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassRoomController.updateProhibitionStatus(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/updateReturnToClass],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassRoomController.updateReturnToClass(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/getMactchingRooms],methods=[GET]}" onto public java.util.List<java.util.Map<java.lang.String, java.lang.Object>> com.joysupply.controller.ClassRoomController.getMactchingRooms(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/getClassRoomSpareTime],methods=[GET]}" onto public java.util.List<java.lang.String> com.joysupply.controller.ClassRoomController.getClassRoomAlreadyClasses(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/updateRoomUnuseTimeFrame],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassRoomController.updateRoomUnuseTimeFrame(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/getRoomUnuseTimeFrameListByRoomID],methods=[GET]}" onto public java.util.List<com.joysupply.entity.RoomUnuseTimeFrame> com.joysupply.controller.ClassRoomController.getRoomUnuseTimeFrameListByRoomID(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/planItem],methods=[GET]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.ClassRoomController.planItem(java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/classRoom]}" onto public java.lang.String com.joysupply.controller.ClassRoomController.classRoom(org.springframework.ui.Model)
2019-12-21 00:47:05,228 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/idleRoomListData]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.ClassRoomController.idleRoomListData(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,int,int)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/getProjectInfo],methods=[POST]}" onto public java.util.List<java.util.Map<java.lang.String, java.lang.Object>> com.joysupply.controller.ClassRoomController.getProjectInfo(java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/copyUnUseTime],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassRoomController.copyUnUseTime(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/getClassRooms],methods=[GET]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.ClassRoomController.getClassRooms(com.joysupply.entity.ClassRoom,java.lang.Integer,java.lang.Integer)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/saveUnUseTime],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassRoomController.saveUnUseTime(java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/saveNewClassRoom],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassRoomController.saveNewClassRoom(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/idleRoomList],methods=[GET]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.ClassRoomController.idleRoomList()
